"","ID","name","category","main_category","currency","deadline","goal","launched","pledged","state","backers","country","usd.pledged","usd_pledged_real","usd_goal_real"
"257170",377744575,"MöbileSchlägen: The Anywhere Game! Skill. Strategy. Fun.","Games","Games","USD","4/12/2017",150000,"2/26/2017 3:12",18818,"failed",108,"US",2550,18818,150000
"326496",733035636,"As porempor molessi temporibus","Periodicals","Publishing","USD","9/30/2011",5000,"9/2/2011 1:34",0,"failed",0,"US",0,0,5000
"72739",1370308355,"Now & Neverland Needs YOU","Pop","Music","USD","7/25/2011",4000,"6/23/2011 15:23",4315,"successful",63,"US",4315,4315,4000
"4747",1024146178,"My Friend Death #3","Comic Books","Comics","USD","8/20/2014",250,"7/30/2014 23:49",367,"successful",13,"US",367,367,250
"279861",493635896,"Discovering the Other Woman","Animation","Film & Video","USD","2/15/2012",1000,"12/17/2011 22:46",50,"failed",1,"US",50,50,1000
"224178",2141931961,"The Veterans Daily Journal","Print","Journalism","USD","4/4/2015",5000,"2/3/2015 8:32",15,"failed",1,"US",15,15,5000
"163876",1833953864,"Timestone - A fantasy childrens book (Canceled)","Children's Books","Publishing","USD","12/16/2012",24000,"11/16/2012 18:26",1216,"canceled",25,"US",1216,1216,24000
"45089",1228864246,"Northern Knights","Documentary","Film & Video","USD","2/21/2015",3000,"1/22/2015 22:28",2,"failed",2,"US",2,2,3000
"3683",1019027156,"A Movement","Shorts","Film & Video","GBP","6/18/2015",3000,"5/27/2015 1:31",12,"failed",1,"GB",18.57,19.01,4751.5
"197307",2004597827,"Mobile Bike Shop / Rolling Party Moves to Portland!","Conceptual Art","Art","USD","10/28/2011",5000,"9/28/2011 6:58",551,"failed",7,"US",551,551,5000
"348931",847720937,"Ryan Tanner and The Lake City Seven // The New Album","Country & Folk","Music","USD","3/22/2014",12000,"2/25/2014 19:00",13643,"successful",202,"US",13643,13643,12000
"193028",1982260409,"#collage365 exhibition","Art","Art","GBP","8/2/2014",5000,"7/3/2014 12:17",257,"failed",11,"GB",440.75,431.87,8402.09
"79085",1402303724,"2043:  Second Revolution:  A Graphic Novel:  Part I","Comics","Comics","USD","9/28/2012",6500,"8/29/2012 19:07",120,"failed",3,"US",120,120,6500
"283083",51047243,"Beans & Grapes, Where Coffee and Wine Come to Mingle","Drinks","Food","USD","11/24/2016",30000,"10/25/2016 16:56",1834,"failed",12,"US",100,1834,30000
"317806",688733238,"The Peter John Stoltzman Trio and Friends live @ Casa Karen","Jazz","Music","USD","3/17/2012",3333,"2/13/2012 4:03",4463,"successful",53,"US",4463,4463,3333
"231841",248473871,"Let's Throw The Best Gaming Party in The World AGAIN! SGC 3!","Games","Games","USD","8/25/2012",1e+05,"7/20/2012 1:03",120263.86,"successful",1323,"US",120263.86,120263.86,1e+05
"47963",1244522597,"Sea of Red","Shorts","Film & Video","USD","6/22/2014",7000,"5/23/2014 17:00",7318,"successful",57,"US",7318,7318,7000
"278217",48547672,"Star Wars 501st Legion Documentary","Documentary","Film & Video","USD","12/11/2015",9500,"10/12/2015 22:03",161,"failed",7,"US",161,161,9500
"121529",1617279686,"i-Coda (Canceled)","Product Design","Design","GBP","3/6/2013",50000,"2/6/2013 10:52",0,"canceled",0,"GB",0,0,75143.9
"136145",1691273052,"Wooden Base","DIY","Crafts","SEK","10/18/2015",10000,"9/18/2015 22:27",20,"failed",1,"SE",2.42,2.36,1178.16
"14664",1073804742,"Luminous Echo: The Forgotten King extended campaign","Tabletop Games","Games","CAD","8/18/2017",5000,"7/18/2017 18:55",15918,"successful",196,"CA",846.2,12576.44,3950.38
"209706",2068787284,"The New Dumb Idea - Whiskey & Speed","Rock","Music","AUD","4/16/2014",2500,"3/17/2014 20:54",3115,"successful",30,"AU",2813.34,2911.76,2336.89
"24600",1124849861,"THE FASHION DESIGNER OF CORPUS CHRISTI (Canceled)","Ready-to-wear","Fashion","USD","4/1/2015",20000,"2/11/2015 17:37",0,"canceled",0,"US",0,0,20000
"319492",69721198,"Levels Lifestyle // QUALITY FOCUSED lifestyle / active wear","Apparel","Fashion","USD","5/3/2017",1000,"4/18/2017 21:05",0,"failed",0,"US",25,0,1000
"323752",71896663,"Romeo Chocolates - Let's Build a Chocolate Shop!","Small Batch","Food","USD","12/18/2016",20000,"11/18/2016 9:10",21665,"successful",143,"US",3813,21665,20000
"103806",152768016,"Solarbeam (Official Music Video)","Music Videos","Film & Video","USD","8/7/2014",800,"7/8/2014 19:55",0,"failed",0,"US",0,0,800
"206931",2054356529,"TheSkiSafetyApp","Apps","Technology","GBP","10/22/2015",5000,"9/27/2015 21:20",10,"failed",1,"GB",15.18,15.4,7702.02
"247536",328906731,"Nyama choma authenticated from East Africa","Restaurants","Food","USD","3/31/2015",105000,"3/5/2015 18:52",0,"failed",0,"US",0,0,105000
"148090",1752695810,"Lision's Darkness","Video Games","Games","EUR","2/26/2015",250,"1/27/2015 22:18",59,"failed",6,"NL",65.9,66.32,281
"316075",679976582,"Winter Window","Thrillers","Film & Video","USD","1/5/2015",3000,"12/6/2014 6:44",640,"failed",8,"US",640,640,3000
"146000",1741772354,"THE HALOGRAPH An Unusual Mechanical Automatic Watch by XERIC","Product Design","Design","USD","5/27/2015",50000,"4/29/2015 17:38",885594,"successful",2409,"US",885594,885594,50000
"249599",339469943,"Project - Post A Note; Encourage a friend","Crafts","Crafts","GBP","2/27/2015",200,"1/28/2015 19:56",29,"failed",2,"GB",43.78,44.79,308.88
"338144",792375225,"SOUTHERN HORSEPOWER TOUR 2013","Metal","Music","USD","3/15/2013",3000,"2/13/2013 1:15",3022,"successful",33,"US",3022,3022,3000
"153930",1782463266,"Candles by Kathrine","Candles","Crafts","USD","9/5/2016",1000,"8/6/2016 18:18",19,"failed",3,"US",2,19,1000
"34000",1172588444,"Dai Robs Full Studio Album","Music","Music","GBP","10/5/2015",2000,"9/3/2015 22:10",2455,"undefined",0,"N,0""",NA,3765.86,3067.91
"263049",40779270,"Photo Book of Secrets","Photography","Photography","USD","5/4/2013",5000,"4/4/2013 16:48",5120.54,"successful",71,"US",5120.54,5120.54,5000
"269261",440084222,"Movie Cloud - Movies By The People, For The People","Film & Video","Film & Video","USD","12/4/2017",260000,"11/4/2017 2:42",100,"canceled",4,"US",75,100,260000
"363203",920664229,"Woven In EP","Indie Rock","Music","USD","3/5/2014",1000,"2/5/2014 3:32",1000,"successful",30,"US",1000,1000,1000
"347754",841526613,"Dungeon Floor Tiles (Canceled)","Gaming Hardware","Games","USD","12/18/2014",500,"11/18/2014 19:50",30,"canceled",1,"US",30,30,500
"159006",1808709848,"Islanders Shave Ice","Food Trucks","Food","USD","5/2/2016",7500,"3/9/2016 19:33",7692,"successful",87,"US",7692,7692,7500
"67673",1344359219,"Fool To Your Crown","Music","Music","USD","12/18/2016",4000,"11/15/2016 4:57",4236,"successful",72,"US",110,4236,4000
"365037",929926336,"Star Schlep: Set the Controls...","Film & Video","Film & Video","USD","9/7/2017",12000,"8/8/2017 15:08",0,"failed",0,"US",0,0,12000
"324325",721934003,"Champions of Erendil Vol. 1","Graphic Novels","Comics","USD","12/3/2014",1000,"11/3/2014 9:55",2657,"successful",60,"US",2657,2657,1000
"201509",2026262586,"My Highschool Crossdressing Romance - Visual Novel Game","Video Games","Games","GBP","9/18/2015",500,"9/1/2015 0:48",902,"canceled",56,"GB",1388.35,1411.34,782.34
"275452",471521348,"Growing up on Baker Street","Drama","Film & Video","USD","5/4/2016",50000,"4/4/2016 0:53",2,"failed",2,"US",2,2,50000
"368735",948601178,"Demure Magazine","Publishing","Publishing","USD","4/9/2015",500,"3/10/2015 5:02",785,"successful",18,"US",785,785,500
"343739",821006030,"Dungeon Wars (Canceled)","Video Games","Games","USD","11/28/2012",60000,"10/23/2012 4:46",1412,"canceled",34,"US",1412,1412,60000
"286289",526389588,"Ambrosia'a Boone / Midnight's Nectar","Food","Food","USD","4/6/2016",3500000,"2/6/2016 19:44",0,"failed",0,"US",0,0,3500000
"355309",879921030,"Lit","Apps","Technology","USD","12/18/2015",30000,"11/18/2015 17:50",0,"failed",0,"US",0,0,30000
"213792",2089432602,"The Doors Project","Dance","Dance","USD","9/8/2011",5000,"8/9/2011 21:54",5464,"successful",108,"US",5464,5464,5000
"270438",446043472,"GAMA MICRON","Mobile Games","Games","CAD","9/2/2017",58000,"7/20/2017 20:24",3261,"failed",8,"CA",2580.9,2697.94,47985.44
"71067",136171905,"I Rest my Case","Music","Music","USD","8/13/2017",6000,"6/24/2017 17:11",108,"failed",4,"US",0,108,6000
"144769",1735492765,"We Lived Alone: The Connie Converse Documentary","Documentary","Film & Video","USD","8/16/2012",5000,"7/17/2012 3:16",5186,"successful",96,"US",5186,5186,5000
"133137",1675746508,"weltwärts-Freiwilligendienst in Bolivien 2016","Web","Journalism","EUR","11/21/2015",1500,"9/22/2015 19:21",102,"failed",1,"DE",115.37,107.92,1587
"93512",1475334123,"College. T-Shirt","Apparel","Fashion","CAD","3/12/2015",4000,"2/10/2015 1:11",70,"failed",1,"CA",55.88,54.97,3141.2
"303584",615922137,"Shitty Art","Art","Art","USD","11/29/2015",20,"9/30/2015 2:47",58.01,"successful",13,"US",58.01,58.01,20
"185546",1944624855,"Brave Little Oven Cookies","Small Batch","Food","USD","3/14/2017",1500,"2/12/2017 9:22",105,"failed",5,"US",25,105,1500
"353023",868430507,"Who's recording at the train station?","Indie Rock","Music","USD","8/29/2012",4000,"7/30/2012 18:03",4090.11,"successful",64,"US",4090.11,4090.11,4000
"109639",1557073491,"Off the Mark","Shorts","Film & Video","GBP","10/4/2017",500,"9/20/2017 17:22",1026,"successful",30,"GB",0,1341.53,653.77
"376637",989677545,"iOS Kernel Exploitation Training Course","Software","Technology","EUR","8/31/2017",111111,"7/31/2017 17:34",12100.7,"failed",233,"DE",146.9,14423.97,132443.71
"112225",1570091188,"Legendary Creatures","Tabletop Games","Games","USD","8/4/2017",20000,"7/11/2017 14:33",39748,"successful",759,"US",6984,39748,20000
"169174",1860439330,"Vajra Voices Records Music of Hildegard von Bingen","Classical Music","Music","USD","8/5/2015",12500,"7/14/2015 10:13",12958,"successful",167,"US",12958,12958,12500
"73904",1376535159,"A Collection of Personal Tragedies","Anthologies","Publishing","USD","8/28/2014",1200,"7/29/2014 16:26",2,"failed",2,"US",2,2,1200
"18443",109366305,"The PERFECT lighting solution for any setting!","Design","Design","USD","2/14/2015",500,"1/15/2015 23:08",2,"failed",2,"US",2,2,500
"217611",2108565654,"The Ocean (A Feature Film)","Film & Video","Film & Video","CAD","4/4/2014",15000,"2/3/2014 0:02",290,"failed",2,"CA",260.4,263.11,13609.15
"205640",204747832,"A Juggalo Story","Documentary","Film & Video","USD","12/1/2012",1000,"11/1/2012 22:01",1000,"successful",6,"US",1000,1000,1000
"264313",414289144,"We the People: public art for the inauguration and beyond","Public Art","Art","USD","1/19/2017",60000,"1/11/2017 0:21",1364835.45,"successful",22834,"US",95247,1364835.45,60000
"269865",443149531,"In the Devil's Frying Pan: A new multimedia production.","Theater","Theater","USD","1/14/2012",8000,"12/15/2011 0:38",1000,"failed",9,"US",1000,1000,8000
"226091",219274646,"''Hidden In Plain Sight''","Music","Music","USD","9/26/2015",5000,"8/17/2015 19:53",0,"undefined",0,"N,0""",NA,0,5000
"259730",390731195,"The Archangel Saint Michael","Sculpture","Art","USD","12/5/2012",83000,"11/5/2012 23:06",100,"failed",1,"US",100,100,83000
"237626",278112545,"Costumes for culture","Dance","Dance","USD","2/12/2012",3000,"12/14/2011 3:02",115,"failed",7,"US",115,115,3000
"8690",1043863652,"KRAZIE KRAFTS: wine glass globes are a glass of happiness","Glass","Crafts","USD","9/12/2014",1000,"8/31/2014 17:43",0,"failed",0,"US",0,0,1000
"105853",1538066560,"Invisible Seams - Ogni Suono Saxophone Duo's debut album","Classical Music","Music","USD","10/17/2013",4600,"9/17/2013 14:36",4813.48,"successful",134,"US",4813.48,4813.48,4600
"130427",1662189213,"""Hot Summer Fun"" with Your Terrific Neighbors","Theater","Theater","USD","7/15/2009",500,"6/5/2009 20:48",515,"successful",22,"US",515,515,500
"40055",1203749614,"""This Year's Models: A Photogenic Journey""","Shorts","Film & Video","USD","2/27/2014",3000,"1/28/2014 0:47",3000,"successful",12,"US",3000,3000,3000
"263077",40793048,"Disposable Silverware rest","Product Design","Design","USD","8/17/2017",6000,"8/7/2017 16:48",22,"failed",1,"US",0,22,6000
"129815",1659121573,"Murph McCoy's Rockin' Gourmet: Sauces, Dips & Spreads","Food","Food","USD","3/3/2015",9000,"1/22/2015 23:37",71,"failed",4,"US",71,71,9000
"55742",1283714442,"Kev Minney - All You Need - Debut EP","Music","Music","GBP","10/31/2015",2000,"10/1/2015 10:45",2105,"undefined",0,"N,0""",NA,3186.59,3027.64
"154523",1785675075,"Basically Frightened","Documentary","Film & Video","USD","11/21/2012",9004,"11/1/2012 19:48",9510.83,"successful",73,"US",9510.83,9510.83,9004
"346974",837679721,"Eddie A-Wakes 1st Generation American Pop!","Music","Music","USD","3/11/2012",10000,"2/9/2012 0:13",770,"failed",14,"US",770,770,10000
"171109",1870356070,"Apple Certified Ultra-Portable Cable (Suspended)","Gadgets","Technology","EUR","5/20/2016",20000,"4/22/2016 22:36",930,"suspended",33,"DE",1050.83,1043.36,22437.88
"81204",1412987192,"Young and Wiser - An Interactive Documentary","Documentary","Film & Video","USD","12/1/2015",15000,"10/6/2015 17:17",55,"failed",2,"US",55,55,15000
"202097",2029020711,"American Karma - A Documentary","Documentary","Film & Video","USD","1/12/2013",52000,"12/13/2012 20:25",120,"failed",4,"US",120,120,52000
"191031",197206323,"Team Generous Canada 2014","Animation","Film & Video","CAD","8/25/2014",15000,"8/9/2014 20:06",15262,"successful",88,"CA",13950.96,14061.18,13819.79
"216753",2104219563,"Quarter - Apple Pencil Dock and Protective Cap","Product Design","Design","GBP","11/21/2015",3000,"10/22/2015 20:28",9683,"successful",778,"GB",14951.72,14574.71,4515.56
"100630",1511077691,"You'd Like To Prove That Wouldn't You","Audio","Journalism","USD","8/23/2014",425,"7/21/2014 22:22",105,"failed",6,"US",105,105,425
"76512",138942403,"Co. Men Zip Cardholder Wallet and Leather Keychain","Accessories","Fashion","AUD","7/16/2017",3300,"6/13/2017 23:36",4147,"successful",87,"AU",873.81,3284.49,2613.65
"168113",1855213449,"Days in Other Days: A new-wave music video project","Shorts","Film & Video","USD","5/6/2013",5500,"4/6/2013 0:11",625,"canceled",17,"US",625,625,5500
"273933",463775201,"Canada Grow Box - Feed YourSelf And Your Community","Food","Food","CAD","12/8/2013",10000,"11/8/2013 15:40",75,"failed",2,"CA",71.94,70.39,9385.27
"26923",1136721440,"Randi Love Warped Tour Vendor 2012 Fund","Fashion","Fashion","USD","5/22/2012",2200,"3/23/2012 16:08",2240,"successful",26,"US",2240,2240,2200
"354912",878026163,"Wild Crop Jewelry Line","Fashion","Fashion","USD","7/27/2013",2040,"6/25/2013 22:33",616,"failed",14,"US",616,616,2040
"27647",1140374518,"IMAGO","Performances","Dance","USD","12/17/2017",4000,"11/17/2017 18:39",4098.5,"successful",76,"US",1070,4098.5,4000
"78042",1396944809,"Time Waver","Fiction","Publishing","USD","10/25/2014",500,"9/10/2014 9:41",42,"failed",2,"US",42,42,500
"349962",852885989,"Hog Fever - An Ear Movie","Film & Video","Film & Video","USD","4/22/2013",25000,"3/21/2013 2:32",27495,"successful",71,"US",27495,27495,25000
"201476",202607492,"H.O.N.K. The Graphic Novel","Graphic Novels","Comics","USD","11/14/2016",3000,"10/3/2016 0:36",1331,"failed",8,"US",155,1331,3000
"181190",1922125765,"""GOLDFISH TALK"" The Album Release & Promotion","Hip-Hop","Music","CAD","11/28/2013",3000,"10/14/2013 19:43",0,"failed",0,"CA",0,0,2836.88
"115172",1584876165,"Dark Malice Apparel","Apparel","Fashion","USD","4/26/2017",3000,"3/27/2017 21:30",576,"failed",13,"US",120,576,3000
"70080",1356754463,"Finally! Cordus Mundi Records Our First CD!","Classical Music","Music","USD","9/23/2013",5000,"8/24/2013 19:01",6670,"successful",61,"US",6670,6670,5000
"298338",589312621,"Spotlight America- Gunnison, Colorado","Film & Video","Film & Video","USD","4/30/2013",1500,"3/22/2013 22:52",0,"failed",0,"US",0,0,1500
"315783",67849251,"No One Left (Canceled)","Drama","Film & Video","GBP","1/8/2016",600,"11/9/2015 17:09",195,"canceled",11,"GB",293.49,284.21,874.48
"358556",896634622,"The Cube - Portable Water Powered Fuel Cell","Gadgets","Technology","GBP","12/15/2016",50000,"11/3/2016 6:00",4973,"canceled",88,"GB",4048.36,6188.25,62218.46
"73930",1376669217,"David's Delicatessen - Food Truck & Pre-Made Soup Delivery","Food Trucks","Food","USD","2/4/2017",29500,"1/5/2017 23:06",0,"canceled",0,"US",0,0,29500
"50569",1257509044,"Horror-Game","Video Games","Games","EUR","7/12/2015",5000,"6/12/2015 22:25",5,"failed",1,"DE",5.65,5.44,5444.49
"26375",1134016325,"Tanks in Manchuria (1932-45) in 28mm by Trenchworx","Tabletop Games","Games","USD","5/14/2015",3000,"4/14/2015 19:55",17338.35,"successful",106,"US",17338.35,17338.35,3000
"1529",1007811196,"The Turn at Badger Road: A collection of bizarre stories","Fiction","Publishing","USD","8/20/2013",15000,"8/12/2013 23:20",0,"canceled",0,"US",0,0,15000
"114100",157953949,"Thank you (Canceled)","Video Games","Games","USD","4/13/2013",350000,"3/11/2013 15:41",8236,"canceled",60,"US",8236,8236,350000
"101961",1518107629,"Barnfest 2013","Indie Rock","Music","GBP","8/16/2013",220,"7/30/2013 16:09",408,"successful",19,"GB",628.11,637.88,343.95
"340997",806851842,"In The Hour of Deepening Twilight","Rock","Music","USD","9/22/2012",21000,"8/24/2012 22:30",1572.77,"failed",15,"US",1572.77,1572.77,21000
"6073",1031035337,"Women's March Commemorative Political Buttons","Graphic Design","Design","USD","3/24/2017",500,"2/22/2017 20:46",171,"failed",10,"US",0,171,500
"339795",800768906,"Novel Title:  Per Angusta Ad Augusta","Fiction","Publishing","USD","10/1/2012",6400,"9/1/2012 1:19",70,"failed",3,"US",70,70,6400
"150656",1765500478,"DailyDeplorable.com","Web","Journalism","USD","10/6/2016",6000,"9/22/2016 20:01",50,"failed",1,"US",50,50,6000
"234072",259907080,"""The Owl"" - Feature Length Film","Narrative Film","Film & Video","USD","11/12/2012",3000,"10/8/2012 4:04",3372,"successful",57,"US",3372,3372,3000
"370973",960227312,"Uptrader: Powered by Yelp (Canceled)","Apps","Technology","USD","10/30/2015",125000,"10/9/2015 17:33",0,"canceled",0,"US",0,0,125000
"32137",116343251,"Scar Johnson: Space Marine","Radio & Podcasts","Publishing","USD","7/2/2016",500,"6/2/2016 6:00",8,"failed",3,"US",8,8,500
"188876",1961050699,"Milkweed Subscription: Create Monarch Butterfly Habitat","Community Gardens","Food","USD","4/6/2016",3550,"3/7/2016 22:23",1936,"failed",14,"US",1936,1936,3550
"315186",675373779,"Air Saber Prop for Magicians Balloon Artists and Cosplayers","Performance Art","Art","USD","4/15/2016",5000,"3/21/2016 20:50",5146,"successful",51,"US",5146,5146,5000
"178561",1908453105,"Before The Fame: The Bitter Streets Documentary","Documentary","Film & Video","USD","4/20/2011",4000,"3/20/2011 2:13",0,"failed",0,"US",0,0,4000
